('Lincoln Medical & Mental Health Center', [40.8183, -73.9426]): 0.0
('Hospital for Special Surgery', [40.7651, -73.9858]): 216624.0
('Memorial Hospital for Cancer and Allied Diseases', [40.7651, -73.9858]): 0.0
('Lenox Hill Hospital', [40.7651, -73.9858]): 0.0
('Woodhull Medical & Mental Health Center', [40.7006, -73.918]): 0.0
('Interfaith Medical Center', [40.7006, -73.918]): 0.0
('Wyckoff Heights Medical Center', [40.7006, -73.918]): 146925.0
('Lincoln Medical & Mental Health Center', [40.8496, -73.9356]): 0.0
('Harlem Hospital Center', [40.8496, -73.9356]): 0.0
('New York Presbyterian Hospital - Allen Pavilion', [40.8496, -73.9356]): 172854.0
('New York Presbyterian Hospital - Columbia Presbyterian Center', [40.8496, -73.9356]): 0.0
('Brooklyn Hospital Center - Downtown Campus', [40.7152, -73.9877]): 0.0
('Bellevue Hospital Center', [40.7152, -73.9877]): 0.0
('Long Island College Hospital', [40.7152, -73.9877]): 300531.0
('NYU Hospitals Center', [40.7152, -73.9877]): 0.0
('Brooklyn Hospital Center - Downtown Campus', [40.7166, -74.0146]): 0.0
('Bellevue Hospital Center', [40.7166, -74.0146]): 0.0
('Long Island College Hospital', [40.7166, -74.0146]): 8884.0
('Bellevue Hospital Center', [40.7255, -73.9983]): 0.0
('Long Island College Hospital', [40.7255, -73.9983]): 80061.0
('NYU Hospitals Center', [40.7255, -73.9983]): 0.0
('Brooklyn Hospital Center - Downtown Campus', [40.7375, -73.9813]): 0.0
('New York Presbyterian Hospital - New York Weill Cornell Center', [40.7375, -73.9813]): 0.0
('Bellevue Hospital Center', [40.7375, -73.9813]): 112349.0
('Hospital for Special Surgery', [40.7375, -73.9813]): 0.0
('NYU Hospitals Center', [40.7375, -73.9813]): 0.0
('Memorial Hospital for Cancer and Allied Diseases', [40.7375, -73.9813]): 0.0
('Lenox Hill Hospital', [40.7375, -73.9813]): 0.0
('Richmond University Medical Center', [40.5682, -74.1184]): 0.0
('Staten Island University Hosp-North', [40.5682, -74.1184]): 0.0
('Coney Island Hospital', [40.5682, -74.1184]): 0.0
('Staten Island University Hosp-South', [40.5682, -74.1184]): 119121.0
('Woodhull Medical & Mental Health Center', [40.6907, -73.9274]): 0.0
('Interfaith Medical Center', [40.6907, -73.9274]): 318281.0
('Wyckoff Heights Medical Center', [40.6907, -73.9274]): 0.0
('Woodhull Medical & Mental Health Center', [40.7012, -73.9436]): 306932.0
('Interfaith Medical Center', [40.7012, -73.9436]): 0.0
('Wyckoff Heights Medical Center', [40.7012, -73.9436]): 0.0
('Brooklyn Hospital Center - Downtown Campus', [40.7143, -74.006]): 0.0
('Bellevue Hospital Center', [40.7143, -74.006]): 0.0
('Long Island College Hospital', [40.7143, -74.006]): 37941.0
('NYU Hospitals Center', [40.7143, -74.006]): 0.0
('Brookdale Hospital Medical Center', [40.6769, -73.8448]): 0.0
('Interfaith Medical Center', [40.6769, -73.8448]): 64774.0
('Queens Hospital Center', [40.6769, -73.8448]): 0.0
('Jamaica Hospital Medical Center', [40.6769, -73.8448]): 0.0
('Brooklyn Hospital Center - Downtown Campus', [40.7185, -74.0025]): 0.0
('Bellevue Hospital Center', [40.7185, -74.0025]): 0.0
('Long Island College Hospital', [40.7185, -74.0025]): 152938.0
('NYU Hospitals Center', [40.7185, -74.0025]): 0.0
('New York Community Hospital of     Brooklyn', [40.5923, -73.7933]): 0.0
('Coney Island Hospital', [40.5923, -73.7933]): 0.0
('Queens Hospital Center', [40.5923, -73.7933]): 0.0
('St Johns Episcopal Hospital So Shore', [40.5923, -73.7933]): 62810.0
('Beth Israel Med Center-Kings Hwy Div', [40.5923, -73.7933]): 0.0
('Jamaica Hospital Medical Center', [40.5923, -73.7933]): 0.0
('Maimonides Medical Center', [40.6174, -74.0121]): 0.0
('New York Community Hospital of     Brooklyn', [40.6174, -74.0121]): 0.0
('Beth Israel Med Center-Kings Hwy Div', [40.6174, -74.0121]): 62103.0
('Flushing Hospital Medical Center', [40.7374, -73.7951]): 0.0
('New York Hospital Medical Center   of Queens', [40.7374, -73.7951]): 61603.0
('Queens Hospital Center', [40.7374, -73.7951]): 0.0
('Richmond University Medical Center', [40.6039, -74.1472]): 164673.0
('Maimonides Medical Center', [40.6039, -74.1472]): 0.0
('Staten Island University Hosp-North', [40.6039, -74.1472]): 0.0
('Staten Island University Hosp-South', [40.6039, -74.1472]): 0.0
('Brooklyn Hospital Center - Downtown Campus', [40.7313, -73.9892]): 0.0
('Bellevue Hospital Center', [40.7313, -73.9892]): 0.0
('Long Island College Hospital', [40.7313, -73.9892]): 240348.0
('NYU Hospitals Center', [40.7313, -73.9892]): 0.0
('Mount Sinai Hospital', [40.7764, -73.9827]): 0.0
('New York Presbyterian Hospital - New York Weill Cornell Center', [40.7764, -73.9827]): 0.0
('Hospital for Special Surgery', [40.7764, -73.9827]): 126975.0
('Metropolitan Hospital Center', [40.7764, -73.9827]): 0.0
('NYU Hospitals Center', [40.7764, -73.9827]): 0.0
('Memorial Hospital for Cancer and Allied Diseases', [40.7764, -73.9827]): 0.0
('Lenox Hill Hospital', [40.7764, -73.9827]): 0.0
('Flushing Hospital Medical Center', [40.6868, -73.823]): 0.0
('New York Hospital Medical Center   of Queens', [40.6868, -73.823]): 0.0
('Queens Hospital Center', [40.6868, -73.823]): 0.0
('Jamaica Hospital Medical Center', [40.6868, -73.823]): 104352.0
('Montefiore Medical Center - Henry & Lucy Moses Div', [40.8662, -73.9003]): 0.0
('North Central Bronx Hospital', [40.8662, -73.9003]): 0.0
('New York Presbyterian Hospital - Allen Pavilion', [40.8662, -73.9003]): 288434.0
('Elmhurst Hospital Center', [40.7446, -73.9345]): 0.0
('New York Presbyterian Hospital - New York Weill Cornell Center', [40.7446, -73.9345]): 0.0
('Bellevue Hospital Center', [40.7446, -73.9345]): 0.0
('Hospital for Special Surgery', [40.7446, -73.9345]): 163012.0
('NYU Hospitals Center', [40.7446, -73.9345]): 0.0
('Memorial Hospital for Cancer and Allied Diseases', [40.7446, -73.9345]): 0.0
('Bellevue Hospital Center', [40.7402, -73.9996]): 0.0
('Long Island College Hospital', [40.7402, -73.9996]): 186658.0
('NYU Hospitals Center', [40.7402, -73.9996]): 0.0
('Maimonides Medical Center', [40.6336, -73.996]): 99425.0
('New York Community Hospital of     Brooklyn', [40.6336, -73.996]): 0.0
('Brooklyn Hospital Center - Downtown Campus', [40.6336, -73.996]): 0.0
('New York Methodist Hospital', [40.6336, -73.996]): 0.0
('University Hospital of Brooklyn', [40.6336, -73.996]): 0.0
('Coney Island Hospital', [40.6336, -73.996]): 0.0
('Long Island College Hospital', [40.6336, -73.996]): 0.0
('Kings County Hospital Center', [40.6336, -73.996]): 0.0
('Beth Israel Med Center-Kings Hwy Div', [40.6336, -73.996]): 0.0
('Kingsbrook Jewish Medical Center', [40.6336, -73.996]): 0.0
('Brookdale Hospital Medical Center', [40.6838, -73.8514]): 0.0
('Interfaith Medical Center', [40.6838, -73.8514]): 53509.0
('Queens Hospital Center', [40.6838, -73.8514]): 0.0
('Wyckoff Heights Medical Center', [40.6838, -73.8514]): 0.0
('Jamaica Hospital Medical Center', [40.6838, -73.8514]): 0.0
('Mount Sinai Hospital', [40.8085, -73.9198]): 0.0
('Lincoln Medical & Mental Health Center', [40.8085, -73.9198]): 242026.0
('Harlem Hospital Center', [40.8085, -73.9198]): 0.0
('Metropolitan Hospital Center', [40.8085, -73.9198]): 0.0
('New York Presbyterian Hospital - Columbia Presbyterian Center', [40.8085, -73.9198]): 0.0
('Flushing Hospital Medical Center', [40.7119, -73.7944]): 0.0
('New York Hospital Medical Center   of Queens', [40.7119, -73.7944]): 0.0
('Queens Hospital Center', [40.7119, -73.7944]): 210391.0
('Jamaica Hospital Medical Center', [40.7119, -73.7944]): 0.0
('Brooklyn Hospital Center - Downtown Campus', [40.679, -73.9644]): 0.0
('New York Methodist Hospital', [40.679, -73.9644]): 0.0
('Interfaith Medical Center', [40.679, -73.9644]): 153829.0
('Montefiore Med Center - Jack D Weiler Hosp of A Einstein College Div', [40.8194, -73.8606]): 0.0
('Calvary Hospital Inc', [40.8194, -73.8606]): 217886.0
('Lincoln Medical & Mental Health Center', [40.8194, -73.8606]): 0.0
('Jacobi Medical Center', [40.8194, -73.8606]): 0.0
('Brooklyn Hospital Center - Downtown Campus', [40.6816, -73.9798]): 148602.0
('New York Methodist Hospital', [40.6816, -73.9798]): 0.0
('Long Island College Hospital', [40.6816, -73.9798]): 0.0
('Flushing Hospital Medical Center', [40.6775, -73.7758]): 0.0
('New York Hospital Medical Center   of Queens', [40.6775, -73.7758]): 0.0
('Queens Hospital Center', [40.6775, -73.7758]): 0.0
('St Johns Episcopal Hospital So Shore', [40.6775, -73.7758]): 197771.0
('Jamaica Hospital Medical Center', [40.6775, -73.7758]): 0.0
('Brookdale Hospital Medical Center', [40.6705, -73.894]): 456583.0
('University Hospital of Brooklyn', [40.6705, -73.894]): 0.0
('Interfaith Medical Center', [40.6705, -73.894]): 0.0
('Kings County Hospital Center', [40.6705, -73.894]): 0.0
('Wyckoff Heights Medical Center', [40.6705, -73.894]): 0.0
('Kingsbrook Jewish Medical Center', [40.6705, -73.894]): 0.0
('Brooklyn Hospital Center - Downtown Campus', [40.7143, -74.006]): 0.0
('Bellevue Hospital Center', [40.7143, -74.006]): 0.0
('Long Island College Hospital', [40.7143, -74.006]): 46859.0
('NYU Hospitals Center', [40.7143, -74.006]): 0.0
('Brookdale Hospital Medical Center', [40.6625, -73.9145]): 432004.0
('University Hospital of Brooklyn', [40.6625, -73.9145]): 0.0
('Interfaith Medical Center', [40.6625, -73.9145]): 0.0
('Kings County Hospital Center', [40.6625, -73.9145]): 0.0
('Kingsbrook Jewish Medical Center', [40.6625, -73.9145]): 0.0
('Lincoln Medical & Mental Health Center', [40.8316, -73.9099]): 472473.0
('Harlem Hospital Center', [40.8316, -73.9099]): 0.0
('New York Presbyterian Hospital - Allen Pavilion', [40.8316, -73.9099]): 0.0
('New York Presbyterian Hospital - Columbia Presbyterian Center', [40.8316, -73.9099]): 0.0
('Maimonides Medical Center', [40.6016, -73.9968]): 0.0
('New York Community Hospital of     Brooklyn', [40.6016, -73.9968]): 166036.0
('Coney Island Hospital', [40.6016, -73.9968]): 0.0
('Montefiore Medical Center - Henry & Lucy Moses Div', [40.852, -73.9129]): 0.0
('Montefiore Med Center - Jack D Weiler Hosp of A Einstein College Div', [40.852, -73.9129]): 0.0
('Lincoln Medical & Mental Health Center', [40.852, -73.9129]): 0.0
('North Central Bronx Hospital', [40.852, -73.9129]): 0.0
('New York Presbyterian Hospital - Allen Pavilion', [40.852, -73.9129]): 366863.0
('New York Presbyterian Hospital - Columbia Presbyterian Center', [40.852, -73.9129]): 0.0
('New York Community Hospital of     Brooklyn', [40.5839, -73.9536]): 0.0
('Coney Island Hospital', [40.5839, -73.9536]): 0.0
('Beth Israel Med Center-Kings Hwy Div', [40.5839, -73.9536]): 215003.0
('Brooklyn Hospital Center - Downtown Campus', [40.7262, -73.9796]): 212803.0
('Bellevue Hospital Center', [40.7262, -73.9796]): 0.0
('NYU Hospitals Center', [40.7262, -73.9796]): 0.0
('Mount Sinai Hospital', [40.8116, -73.955]): 0.0
('Lincoln Medical & Mental Health Center', [40.8116, -73.955]): 0.0
('Harlem Hospital Center', [40.8116, -73.955]): 288315.0
('Metropolitan Hospital Center', [40.8116, -73.955]): 0.0
('Montefiore Medical Center - Henry & Lucy Moses Div', [40.8409, -73.8794]): 0.0
('Montefiore Med Center - Jack D Weiler Hosp of A Einstein College Div', [40.8409, -73.8794]): 0.0
('Calvary Hospital Inc', [40.8409, -73.8794]): 288656.0
('Brookdale Hospital Medical Center', [40.5766, -73.8428]): 0.0
('New York Community Hospital of     Brooklyn', [40.5766, -73.8428]): 0.0
('Coney Island Hospital', [40.5766, -73.8428]): 0.0
('St Johns Episcopal Hospital So Shore', [40.5766, -73.8428]): 0.0
('Beth Israel Med Center-Kings Hwy Div', [40.5766, -73.8428]): 51178.0
('Jamaica Hospital Medical Center', [40.5766, -73.8428]): 0.0
('New York Presbyterian Hospital - New York Weill Cornell Center', [40.7597, -73.9918]): 0.0
('Bellevue Hospital Center', [40.7597, -73.9918]): 0.0
('Hospital for Special Surgery', [40.7597, -73.9918]): 236760.0
('NYU Hospitals Center', [40.7597, -73.9918]): 0.0
('Memorial Hospital for Cancer and Allied Diseases', [40.7597, -73.9918]): 0.0
('Lenox Hill Hospital', [40.7597, -73.9918]): 0.0
('Maimonides Medical Center', [40.6467, -73.957]): 0.0
('New York Community Hospital of     Brooklyn', [40.6467, -73.957]): 0.0
('New York Methodist Hospital', [40.6467, -73.957]): 0.0
('University Hospital of Brooklyn', [40.6467, -73.957]): 0.0
('Kings County Hospital Center', [40.6467, -73.957]): 0.0
('Beth Israel Med Center-Kings Hwy Div', [40.6467, -73.957]): 323462.0
('Kingsbrook Jewish Medical Center', [40.6467, -73.957]): 0.0
('Maimonides Medical Center', [40.6521, -74.0018]): 0.0
('New York Methodist Hospital', [40.6521, -74.0018]): 0.0
('University Hospital of Brooklyn', [40.6521, -74.0018]): 0.0
('Long Island College Hospital', [40.6521, -74.0018]): 74182.0
('Kings County Hospital Center', [40.6521, -74.0018]): 0.0
('Lincoln Medical & Mental Health Center', [40.8382, -73.942]): 0.0
('Harlem Hospital Center', [40.8382, -73.942]): 0.0
('New York Presbyterian Hospital - Columbia Presbyterian Center', [40.8382, -73.942]): 211657.0
('Lincoln Medical & Mental Health Center', [40.8222, -73.9217]): 310546.0
('Harlem Hospital Center', [40.8222, -73.9217]): 0.0
('New York Presbyterian Hospital - Columbia Presbyterian Center', [40.8222, -73.9217]): 0.0
('Montefiore Medical Center - Henry & Lucy Moses Div', [40.8633, -73.8895]): 0.0
('North Central Bronx Hospital', [40.8633, -73.8895]): 346434.0
('New York Presbyterian Hospital - Allen Pavilion', [40.8633, -73.8895]): 0.0
('New York Community Hospital of     Brooklyn', [40.5979, -73.9743]): 0.0
('Coney Island Hospital', [40.5979, -73.9743]): 0.0
('Beth Israel Med Center-Kings Hwy Div', [40.5979, -73.9743]): 136925.0
('New York Presbyterian Hospital - New York Weill Cornell Center', [40.7484, -73.9967]): 0.0
('Bellevue Hospital Center', [40.7484, -73.9967]): 0.0
('Hospital for Special Surgery', [40.7484, -73.9967]): 278508.0
('NYU Hospitals Center', [40.7484, -73.9967]): 0.0
('Memorial Hospital for Cancer and Allied Diseases', [40.7484, -73.9967]): 0.0
('Lenox Hill Hospital', [40.7484, -73.9967]): 0.0
('Flushing Hospital Medical Center', [40.7351, -73.8776]): 0.0
('New York Hospital Medical Center   of Queens', [40.7351, -73.8776]): 0.0
('Elmhurst Hospital Center', [40.7351, -73.8776]): 172659.0
('Queens Hospital Center', [40.7351, -73.8776]): 0.0
('Wyckoff Heights Medical Center', [40.7351, -73.8776]): 0.0
('New York Presbyterian Hospital - New York Weill Cornell Center', [40.7763, -73.9529]): 0.0
('Hospital for Special Surgery', [40.7763, -73.9529]): 81177.0
('Memorial Hospital for Cancer and Allied Diseases', [40.7763, -73.9529]): 0.0
('Lenox Hill Hospital', [40.7763, -73.9529]): 0.0
('Mount Sinai Hospital', [40.7808, -73.9772]): 0.0
('New York Presbyterian Hospital - New York Weill Cornell Center', [40.7808, -73.9772]): 0.0
('Hospital for Special Surgery', [40.7808, -73.9772]): 0.0
('Metropolitan Hospital Center', [40.7808, -73.9772]): 2844.0
('NYU Hospitals Center', [40.7808, -73.9772]): 0.0
('Memorial Hospital for Cancer and Allied Diseases', [40.7808, -73.9772]): 0.0
('Lenox Hill Hospital', [40.7808, -73.9772]): 0.0
('Brookdale Hospital Medical Center', [40.6784, -73.9211]): 0.0
('Woodhull Medical & Mental Health Center', [40.6784, -73.9211]): 0.0
('Interfaith Medical Center', [40.6784, -73.9211]): 344292.0
('Wyckoff Heights Medical Center', [40.6784, -73.9211]): 0.0
('Kingsbrook Jewish Medical Center', [40.6784, -73.9211]): 0.0
('Flushing Hospital Medical Center', [40.7513, -73.883]): 0.0
('New York Hospital Medical Center   of Queens', [40.7513, -73.883]): 0.0
('Elmhurst Hospital Center', [40.7513, -73.883]): 148612.0
('New York Presbyterian Hospital - New York Weill Cornell Center', [40.7513, -73.883]): 0.0
('Wyckoff Heights Medical Center', [40.7513, -73.883]): 0.0
('Hospital for Special Surgery', [40.7513, -73.883]): 0.0
('Memorial Hospital for Cancer and Allied Diseases', [40.7513, -73.883]): 0.0
('Richmond University Medical Center', [40.6306, -74.1379]): 54144.0
('Maimonides Medical Center', [40.6306, -74.1379]): 0.0
('Staten Island University Hosp-North', [40.6306, -74.1379]): 0.0
('Brookdale Hospital Medical Center', [40.7036, -73.8961]): 0.0
('Woodhull Medical & Mental Health Center', [40.7036, -73.8961]): 0.0
('Elmhurst Hospital Center', [40.7036, -73.8961]): 0.0
('Wyckoff Heights Medical Center', [40.7036, -73.8961]): 178561.0
('Lincoln Medical & Mental Health Center', [40.8265, -73.9383]): 0.0
('Harlem Hospital Center', [40.8265, -73.9383]): 111200.0
('New York Presbyterian Hospital - Columbia Presbyterian Center', [40.8265, -73.9383]): 0.0
('Woodhull Medical & Mental Health Center', [40.7095, -73.9563]): 137724.0
('Brooklyn Hospital Center - Downtown Campus', [40.7095, -73.9563]): 0.0
('Wyckoff Heights Medical Center', [40.7095, -73.9563]): 0.0
('Mount Sinai Hospital', [40.8019, -73.9531]): 0.0
('Harlem Hospital Center', [40.8019, -73.9531]): 0.0
('Metropolitan Hospital Center', [40.8019, -73.9531]): 144605.0
('Flushing Hospital Medical Center', [40.7142, -73.7677]): 0.0
('New York Hospital Medical Center   of Queens', [40.7142, -73.7677]): 0.0
('Queens Hospital Center', [40.7142, -73.7677]): 66764.0
('Jamaica Hospital Medical Center', [40.7142, -73.7677]): 0.0
('Montefiore Medical Center - Henry & Lucy Moses Div', [40.8798, -73.9067]): 0.0
('North Central Bronx Hospital', [40.8798, -73.9067]): 0.0
('New York Presbyterian Hospital - Allen Pavilion', [40.8798, -73.9067]): 182678.0
('Mount Sinai Hospital', [40.7975, -73.9683]): 0.0
('Harlem Hospital Center', [40.7975, -73.9683]): 0.0
('Metropolitan Hospital Center', [40.7975, -73.9683]): 259923.0
('Lenox Hill Hospital', [40.7975, -73.9683]): 0.0
('Bellevue Hospital Center', [40.7339, -74.0054]): 0.0
('Long Island College Hospital', [40.7339, -74.0054]): 90254.0
('NYU Hospitals Center', [40.7339, -74.0054]): 0.0
('New York Community Hospital of     Brooklyn', [40.6281, -73.9467]): 0.0
('University Hospital of Brooklyn', [40.6281, -73.9467]): 0.0
('Beth Israel Med Center-Kings Hwy Div', [40.6281, -73.9467]): 131540.0
('Woodhull Medical & Mental Health Center', [40.6794, -73.9496]): 0.0
('Interfaith Medical Center', [40.6794, -73.9496]): 227292.0
('Kings County Hospital Center', [40.6794, -73.9496]): 0.0
('Lincoln Medical & Mental Health Center', [40.8246, -73.9507]): 0.0
('Harlem Hospital Center', [40.8246, -73.9507]): 183444.0
('New York Presbyterian Hospital - Columbia Presbyterian Center', [40.8246, -73.9507]): 0.0
('Flushing Hospital Medical Center', [40.6969, -73.7877]): 0.0
('New York Hospital Medical Center   of Queens', [40.6969, -73.7877]): 0.0
('Queens Hospital Center', [40.6969, -73.7877]): 0.0
('Wyckoff Heights Medical Center', [40.6969, -73.7877]): 0.0
('Jamaica Hospital Medical Center', [40.6969, -73.7877]): 137088.0
('Maimonides Medical Center', [40.5767, -73.9884]): 0.0
('New York Community Hospital of     Brooklyn', [40.5767, -73.9884]): 0.0
('Coney Island Hospital', [40.5767, -73.9884]): 0.0
('Beth Israel Med Center-Kings Hwy Div', [40.5767, -73.9884]): 235460.0
('Mount Sinai Hospital', [40.8139, -73.8841]): 0.0
('Montefiore Medical Center - Henry & Lucy Moses Div', [40.8139, -73.8841]): 0.0
('Montefiore Med Center - Jack D Weiler Hosp of A Einstein College Div', [40.8139, -73.8841]): 0.0
('Calvary Hospital Inc', [40.8139, -73.8841]): 81644.0
('Lincoln Medical & Mental Health Center', [40.8139, -73.8841]): 0.0
('Elmhurst Hospital Center', [40.8139, -73.8841]): 0.0
('Jacobi Medical Center', [40.8139, -73.8841]): 0.0
('Harlem Hospital Center', [40.8139, -73.8841]): 0.0
('North Central Bronx Hospital', [40.8139, -73.8841]): 0.0
('Metropolitan Hospital Center', [40.8139, -73.8841]): 0.0
('New York Presbyterian Hospital - Columbia Presbyterian Center', [40.8139, -73.8841]): 0.0
('Flushing Hospital Medical Center', [40.7453, -73.8611]): 0.0
('New York Hospital Medical Center   of Queens', [40.7453, -73.8611]): 196269.0
('Elmhurst Hospital Center', [40.7453, -73.8611]): 0.0
('New York Hospital Medical Center   of Queens', [40.6744, -73.819]): 0.0
('Queens Hospital Center', [40.6744, -73.819]): 0.0
('Jamaica Hospital Medical Center', [40.6744, -73.819]): 93436.0
('Elmhurst Hospital Center', [40.745, -73.9069]): 145607.0
('Wyckoff Heights Medical Center', [40.745, -73.9069]): 0.0
('NYU Hospitals Center', [40.745, -73.9069]): 0.0
('New York Community Hospital of     Brooklyn', [40.6225, -73.965]): 0.0
('Coney Island Hospital', [40.6225, -73.965]): 0.0
('Beth Israel Med Center-Kings Hwy Div', [40.6225, -73.965]): 140523.0
('Montefiore Med Center - Jack D Weiler Hosp of A Einstein College Div', [40.8434, -73.8602]): 0.0
('Calvary Hospital Inc', [40.8434, -73.8602]): 225828.0
('Jacobi Medical Center', [40.8434, -73.8602]): 0.0
('Lincoln Medical & Mental Health Center', [40.8247, -73.894]): 282523.0
('Harlem Hospital Center', [40.8247, -73.894]): 0.0
('New York Presbyterian Hospital - Columbia Presbyterian Center', [40.8247, -73.894]): 0.0
('Brooklyn Hospital Center - Downtown Campus', [40.7101, -74.0013]): 0.0
('Bellevue Hospital Center', [40.7101, -74.0013]): 0.0
('Long Island College Hospital', [40.7101, -74.0013]): 80725.0
('NYU Hospitals Center', [40.7101, -74.0013]): 0.0
('Montefiore Medical Center - Henry & Lucy Moses Div', [40.8904, -73.8503]): 0.0
('Jacobi Medical Center', [40.8904, -73.8503]): 0.0
('North Central Bronx Hospital', [40.8904, -73.8503]): 213186.0
('Mount Sinai Hospital', [40.8011, -73.9371]): 0.0
('Lincoln Medical & Mental Health Center', [40.8011, -73.9371]): 0.0
('Harlem Hospital Center', [40.8011, -73.9371]): 0.0
('Metropolitan Hospital Center', [40.8011, -73.9371]): 344343.0
('Lincoln Medical & Mental Health Center', [40.8583, -73.9296]): 0.0
('Harlem Hospital Center', [40.8583, -73.9296]): 0.0
('New York Presbyterian Hospital - Allen Pavilion', [40.8583, -73.9296]): 103454.0
('New York Presbyterian Hospital - Columbia Presbyterian Center', [40.8583, -73.9296]): 0.0
('Richmond University Medical Center', [40.5457, -74.1792]): 0.0
('Staten Island University Hosp-North', [40.5457, -74.1792]): 0.0
('Staten Island University Hosp-South', [40.5457, -74.1792]): 81974.0
('Richmond University Medical Center', [40.6102, -74.0878]): 130166.0
('Maimonides Medical Center', [40.6102, -74.0878]): 0.0
('Staten Island University Hosp-North', [40.6102, -74.0878]): 0.0
('New York Presbyterian Hospital - New York Weill Cornell Center', [40.7547, -73.9925]): 0.0
('Bellevue Hospital Center', [40.7547, -73.9925]): 0.0
('NYU Hospitals Center', [40.7547, -73.9925]): 148538.0
('Memorial Hospital for Cancer and Allied Diseases', [40.7547, -73.9925]): 0.0
('Montefiore Med Center - Jack D Weiler Hosp of A Einstein College Div', [40.7855, -73.845]): 0.0
('Flushing Hospital Medical Center', [40.7855, -73.845]): 0.0
('Calvary Hospital Inc', [40.7855, -73.845]): 33310.0
('New York Hospital Medical Center   of Queens', [40.7855, -73.845]): 0.0
('Elmhurst Hospital Center', [40.7855, -73.845]): 0.0
('Jacobi Medical Center', [40.7855, -73.845]): 0.0
('Metropolitan Hospital Center', [40.7855, -73.845]): 0.0
('Lincoln Medical & Mental Health Center', [40.8376, -73.9216]): 327719.0
('Harlem Hospital Center', [40.8376, -73.9216]): 0.0
('New York Presbyterian Hospital - Columbia Presbyterian Center', [40.8376, -73.9216]): 0.0
('New York Hospital Medical Center   of Queens', [40.7229, -73.8473]): 117866.0
('Elmhurst Hospital Center', [40.7229, -73.8473]): 0.0
('Queens Hospital Center', [40.7229, -73.8473]): 0.0
('Jamaica Hospital Medical Center', [40.7229, -73.8473]): 0.0
('Montefiore Medical Center - Henry & Lucy Moses Div', [40.8737, -73.8712]): 0.0
('Jacobi Medical Center', [40.8737, -73.8712]): 0.0
('North Central Bronx Hospital', [40.8737, -73.8712]): 359743.0
('New York Presbyterian Hospital - Allen Pavilion', [40.8737, -73.8712]): 0.0
('University Hospital of Brooklyn', [40.6451, -73.945]): 50095.0
('Kings County Hospital Center', [40.6451, -73.945]): 0.0
('Beth Israel Med Center-Kings Hwy Div', [40.6451, -73.945]): 0.0
('Kingsbrook Jewish Medical Center', [40.6451, -73.945]): 0.0
('Woodhull Medical & Mental Health Center', [40.7085, -74.0135]): 0.0
('Brooklyn Hospital Center - Downtown Campus', [40.7085, -74.0135]): 0.0
